TreeID,iTreeSpecies,DBH,iTreeDate,StructuralValue_dol,C_Storage_lb,C_Storage_Dol,Gross_C_Seq_lb,Gross_C_Seq_Dol,AvoidedRunoff_cubft,AvoidedRunoff_Dol,C_Avoided_lbyr,C_Avoided_dolyr,Poll_Removal_ozyr,Poll_Removal_dolyr,EnergySavings_dolyr,TotalAnnualBenefits_dolyr
9038,Japanese tree lilac,2.4,3/29/2019,63.23,10.9,0.93,1.7,0.15,1.3,0.09,N/A,N/A,0.4,0.1,N/A,0.34
9039,Japanese tree lilac,5.3,3/29/2019,308.38,71.5,6.1,5.2,0.44,2.5,0.16,N/A,N/A,0.7,0.2,N/A,0.8
9040,Sweetgum,5.6,3/29/2019,419.64,82.3,7.02,4.3,0.37,6.8,0.45,N/A,N/A,2,0.54,N/A,1.36
9041,Sweetgum,6.2,3/29/2019,514.38,104,8.87,4.9,0.42,8,0.54,N/A,N/A,2.4,0.64,N/A,1.6
9042,Sweetgum,6.2,3/29/2019,514.38,104,8.87,4.9,0.42,8,0.54,N/A,N/A,2.4,0.64,N/A,1.6
9043,Sweetgum,5,3/29/2019,334.53,63.3,5.4,3.7,0.32,5.7,0.38,N/A,N/A,1.7,0.45,N/A,1.15
9044,Sweetgum,4.8,3/29/2019,308.31,57.6,4.91,3.5,0.3,5.3,0.36,N/A,N/A,1.6,0.43,N/A,1.08
9045,Sweetgum,3.9,3/29/2019,203.53,35.8,3.05,2.7,0.23,4,0.26,N/A,N/A,1.2,0.32,N/A,0.81
9046,Sweetgum,4.2,3/29/2019,236.05,42.4,3.62,3,0.25,4.4,0.29,N/A,N/A,1.3,0.35,N/A,0.9
9047,Shumard oak,11.4,3/29/2019,2183,540.7,46.11,18.4,1.57,25,1.67,N/A,N/A,7.5,2,N/A,5.23
9048,Norway spruce,11.4,3/29/2019,2123.84,419.2,35.74,11.7,1,33,2.2,N/A,N/A,9.9,2.64,N/A,5.84
9049,Norway spruce,12,3/29/2019,2332.86,469.9,40.07,12.5,1.06,36.6,2.45,N/A,N/A,11,2.93,N/A,6.44
9050,Austrian pine,18.8,3/29/2019,4256.81,666.2,56.81,12.3,1.05,27.4,1.83,N/A,N/A,8.2,2.19,N/A,5.07
9051,crabapple,6.2,3/29/2019,422,104.5,8.91,6.4,0.55,9.4,0.63,N/A,N/A,2.8,0.75,N/A,1.93
9060,Bitternut hickory,1.5,3/29/2019,48.94,3,0.26,0.9,0.07,1.6,0.11,N/A,N/A,0.5,0.13,N/A,0.31
9061,Eastern white pine,12,3/29/2019,2289.82,274.1,23.37,8.4,0.71,22.8,1.52,N/A,N/A,6.8,1.82,N/A,4.06
9062,Eastern white pine,9.3,3/29/2019,1464.59,148.6,12.67,5.8,0.5,13.8,0.93,N/A,N/A,4.2,1.11,N/A,2.53
9063,Eastern white pine,16,3/29/2019,3896.93,546.4,46.59,12.6,1.07,37.7,2.52,N/A,N/A,11.3,3.01,N/A,6.6
9064,Austrian pine,18,3/29/2019,3939.98,606.6,51.73,11.6,0.99,26.6,1.78,N/A,N/A,8,2.13,N/A,4.9
9065,Austrian pine,19,3/29/2019,4338.17,681.7,58.13,12.4,1.06,27.6,1.85,N/A,N/A,8.3,2.21,N/A,5.12
9066,Eastern white pine,13,3/29/2019,2648.55,332.2,28.33,9.4,0.8,26.5,1.77,N/A,N/A,8,2.12,N/A,4.68
9067,Eastern white pine,8.4,3/29/2019,1236.01,116.4,9.92,5.1,0.43,11.3,0.76,N/A,N/A,3.4,0.91,N/A,2.1
9068,Eastern white pine,10.6,3/29/2019,1835.81,203.4,17.35,7,0.6,17.9,1.19,N/A,N/A,5.4,1.43,N/A,3.22
9069,Norway spruce,17.5,3/29/2019,4748.34,1052.6,89.76,19.9,1.7,50.7,3.39,N/A,N/A,15.3,4.05,N/A,9.14
9070,Austrian pine,19.7,3/29/2019,4629.71,736.8,62.83,13,1.11,28.1,1.88,N/A,N/A,8.5,2.25,N/A,5.24
9071,serviceberry spp,4.4,3/29/2019,212.54,47.2,4.02,4.1,0.35,4,0.27,N/A,N/A,1.2,0.32,N/A,0.94
9072,Southern magnolia,1,3/29/2019,40.78,3.1,0.27,0.6,0.05,1.6,0.11,N/A,N/A,0.5,0.13,N/A,0.29
9073,Northern red oak,13.8,3/29/2019,3182.99,814.3,69.44,22.6,1.93,35.6,2.38,N/A,N/A,10.7,2.85,N/A,7.16
9074,Austrian pine,14,3/29/2019,2562.45,349.1,29.77,8.4,0.71,21.2,1.42,N/A,N/A,6.4,1.7,N/A,3.83
9075,crabapple,6.8,3/29/2019,507.63,130.4,11.12,7.3,0.63,10.3,0.69,N/A,N/A,3.1,0.82,N/A,2.13
9076,Austrian pine,19,3/29/2019,4338.17,681.7,58.13,12.4,1.06,27.6,1.85,N/A,N/A,8.3,2.21,N/A,5.12
9077,Silver maple,32.6,3/29/2019,14260.13,4884,416.48,47.1,4.02,92.9,6.21,N/A,N/A,28,7.43,N/A,17.66
9078,Austrian pine,12.6,3/29/2019,2161.68,276,23.53,7.3,0.62,18.9,1.26,N/A,N/A,5.7,1.51,N/A,3.4
9079,Austrian pine,14.1,3/29/2019,2592.69,354.6,30.24,8.5,0.72,21.4,1.43,N/A,N/A,6.5,1.72,N/A,3.87
9080,Austrian pine,13.5,3/29/2019,2414.47,321.9,27.45,8,0.68,20.5,1.37,N/A,N/A,6.2,1.64,N/A,3.69
9081,Austrian pine,12.3,3/29/2019,2081.29,261.5,22.3,7.1,0.6,18.4,1.23,N/A,N/A,5.5,1.47,N/A,3.31
9082,Austrian pine,13.5,3/29/2019,2414.47,321.9,27.45,8,0.68,20.5,1.37,N/A,N/A,6.2,1.64,N/A,3.69
9083,Austrian pine,14.1,3/29/2019,2592.69,354.6,30.24,8.5,0.72,21.4,1.43,N/A,N/A,6.5,1.72,N/A,3.87
9084,Callery pear,18.6,3/29/2019,4253.72,1505.4,128.38,30.9,2.63,30.6,2.05,N/A,N/A,9.2,2.45,N/A,7.13
9085,Callery pear,23.2,3/29/2019,6375.81,2559.8,218.29,42.2,3.6,30.6,2.05,N/A,N/A,9.2,2.45,N/A,8.1
9086,Callery pear,14.5,3/29/2019,2755.96,826.5,70.48,21.7,1.85,27,1.8,N/A,N/A,8.1,2.16,N/A,5.81
9087,Red maple,19.3,3/29/2019,5291.81,1747.3,149,33.7,2.87,49.9,3.34,N/A,N/A,15,3.99,N/A,10.2
9088,Scotch pine,16.4,3/29/2019,3347.64,658.5,56.15,13.1,1.12,29.9,2,N/A,N/A,9,2.39,N/A,5.5
9089,Scotch pine,15.2,3/29/2019,2939.55,552.5,47.12,11.8,1.01,26.6,1.78,N/A,N/A,8,2.13,N/A,4.91
9090,Scotch pine,20.4,3/29/2019,4931.8,1080.4,92.13,17.5,1.49,40.5,2.71,N/A,N/A,12.2,3.24,N/A,7.45
9091,hawthorn spp,6.5,3/29/2019,463.83,118.6,10.11,6.9,0.59,5.4,0.36,N/A,N/A,1.6,0.43,N/A,1.38
9092,crabapple,10.1,3/29/2019,1561.37,338.1,28.83,12.8,1.09,15.8,1.06,N/A,N/A,4.8,1.27,N/A,3.42
9093,Austrian pine,22.8,3/29/2019,6047.6,1003.4,85.56,15.6,1.33,29.4,1.97,N/A,N/A,8.9,2.36,N/A,5.65
9094,Austrian pine,16.2,3/29/2019,3277.48,481.9,41.09,10.1,0.86,24.5,1.64,N/A,N/A,7.4,1.96,N/A,4.47
9095,Honeylocust,23.1,3/29/2019,7880.43,2601.1,221.81,42.8,3.65,23.3,1.56,N/A,N/A,7,1.86,N/A,7.07
9096,hawthorn spp,12.1,3/29/2019,2051.39,528.3,45.05,16.7,1.42,10.1,0.68,N/A,N/A,3,0.81,N/A,2.91
9097,Austrian pine,19.8,3/29/2019,4672.22,745.2,63.55,13.1,1.12,28.2,1.89,N/A,N/A,8.5,2.26,N/A,5.26
9098,crabapple,10.3,3/29/2019,1606.4,354.5,30.23,13.2,1.12,16.2,1.08,N/A,N/A,4.9,1.3,N/A,3.5
9099,Honeylocust,23.5,3/29/2019,8147.9,2711.9,231.26,43.8,3.74,23.5,1.57,N/A,N/A,7.1,1.88,N/A,7.18
9100,London planetree,37,3/29/2019,14408.9,8246.4,703.22,84.8,7.23,138.5,9.26,N/A,N/A,41.7,11.08,N/A,27.57
9101,hawthorn spp,6.1,3/29/2019,408.5,101.8,8.68,6.4,0.54,5.1,0.34,N/A,N/A,1.5,0.41,N/A,1.29
9102,American sycamore,23.5,3/29/2019,7272.15,2813.4,239.91,45,3.84,84.1,5.62,N/A,N/A,25.3,6.72,N/A,16.19
9103,Honeylocust,21.2,3/29/2019,6672.65,2111.2,180.03,37.8,3.22,22.4,1.5,N/A,N/A,6.7,1.79,N/A,6.52
9104,Northern hackberry,22,3/29/2019,6415.23,2388.4,203.67,40.9,3.49,53,3.54,N/A,N/A,15.9,4.24,N/A,11.26
9105,Austrian pine,20.7,3/29/2019,5064.5,818.6,69.81,13.8,1.18,28.7,1.92,N/A,N/A,8.6,2.29,N/A,5.39
9106,Austrian pine,17.7,3/29/2019,3824.72,584.8,49.87,11.4,0.97,26.4,1.76,N/A,N/A,7.9,2.11,N/A,4.84
9107,London planetree,28.6,3/29/2019,9255.95,4403,375.47,58.5,4.98,116.1,7.76,N/A,N/A,35,9.29,N/A,22.04
9108,Silver maple,31,3/29/2019,12944.86,4398.2,375.06,44.4,3.79,87.8,5.87,N/A,N/A,26.4,7.02,N/A,16.68
9109,Silver maple,20,3/29/2019,5661.89,1762.6,150.31,26.7,2.28,53.5,3.57,N/A,N/A,16.1,4.28,N/A,10.13
9110,crabapple,14.1,3/29/2019,2629.7,756.8,64.54,20.5,1.75,22.8,1.52,N/A,N/A,6.9,1.82,N/A,5.1
9111,Scotch pine,19.1,3/29/2019,4379.18,932.9,79.55,16.1,1.37,37.3,2.5,N/A,N/A,11.2,2.99,N/A,6.86
9112,Honeylocust,22.5,3/29/2019,7487.83,2439.8,208.05,41.2,3.51,23,1.54,N/A,N/A,6.9,1.84,N/A,6.89
9113,Sugar maple,23.3,3/29/2019,7584.11,3109.4,265.16,48.3,4.12,59.9,4,N/A,N/A,18,4.79,N/A,12.91
9114,Honeylocust,27.8,3/29/2019,11313.2,4081,348.01,55.8,4.76,24.9,1.66,N/A,N/A,7.5,1.99,N/A,8.42
9115,Sugar maple,24.8,3/29/2019,8554.7,3590.2,306.15,52.4,4.47,62.6,4.19,N/A,N/A,18.9,5.01,N/A,13.67
9116,London planetree,26.4,3/29/2019,7953.75,3623.3,308.98,52.1,4.44,108,7.22,N/A,N/A,32.5,8.64,N/A,20.3
9117,Honeylocust,19.6,3/29/2019,5735.93,1744.9,148.79,33.8,2.88,21.5,1.44,N/A,N/A,6.5,1.72,N/A,6.04
9118,hawthorn spp,8.6,3/29/2019,1251.8,232.3,19.81,10.3,0.88,7.1,0.48,N/A,N/A,2.1,0.57,N/A,1.93
9119,London planetree,30.3,3/29/2019,10116.52,5068.1,432.19,63.5,5.42,124,8.29,N/A,N/A,37.3,9.92,N/A,23.63
9120,Austrian pine,17.7,3/29/2019,3824.72,584.8,49.87,11.4,0.97,26.4,1.76,N/A,N/A,7.9,2.11,N/A,4.84
9121,Silver maple,34.3,3/29/2019,15625.42,5431.7,463.19,50,4.26,98.2,6.56,N/A,N/A,29.6,7.85,N/A,18.68
9122,Austrian pine,18.2,3/29/2019,4017.9,621.3,52.98,11.8,1,26.9,1.8,N/A,N/A,8.1,2.15,N/A,4.95
9123,Austrian pine,17.5,3/29/2019,3748.96,570.7,48.67,11.2,0.95,26.1,1.75,N/A,N/A,7.9,2.09,N/A,4.79
9124,crabapple,6.2,3/29/2019,422,104.5,8.91,6.4,0.55,9.4,0.63,N/A,N/A,2.8,0.75,N/A,1.93
9125,Eastern white pine,15.7,3/29/2019,3760.47,522.3,44.54,12.2,1.04,36.7,2.45,N/A,N/A,11,2.93,N/A,6.43
9126,Eastern white pine,13.5,3/29/2019,2838.67,363.6,31.01,9.9,0.84,28.3,1.89,N/A,N/A,8.5,2.26,N/A,4.99
9127,Eastern white pine,13,3/29/2019,2648.55,332.2,28.33,9.4,0.8,26.5,1.77,N/A,N/A,8,2.12,N/A,4.68
9128,Eastern white pine,14,3/29/2019,3035.98,396.8,33.84,10.4,0.89,30.2,2.02,N/A,N/A,9.1,2.42,N/A,5.33
9129,crabapple,9.5,3/29/2019,1431.58,291.7,24.88,11.7,1,14.8,0.99,N/A,N/A,4.5,1.19,N/A,3.18
9130,crabapple,10.7,3/29/2019,1699.11,388.6,33.14,13.9,1.18,16.9,1.13,N/A,N/A,5.1,1.35,N/A,3.66
9131,Eastern white pine,15.7,3/29/2019,3760.47,522.3,44.54,12.2,1.04,36.7,2.45,N/A,N/A,11,2.93,N/A,6.43
9132,London planetree,35.2,3/29/2019,13296.21,7302.4,622.71,78.9,6.73,136.1,9.1,N/A,N/A,41,10.89,N/A,26.71
9133,Honeylocust,27.4,3/29/2019,10996.37,3939.4,335.94,54.7,4.66,24.8,1.66,N/A,N/A,7.5,1.99,N/A,8.31
9134,Eastern white pine,14.8,3/29/2019,3366.58,453.3,38.65,11.3,0.96,33.1,2.21,N/A,N/A,10,2.65,N/A,5.82
9135,Norway spruce,12.8,3/29/2019,2628.23,542.5,46.26,13.5,1.15,41.7,2.79,N/A,N/A,12.6,3.34,N/A,7.28
9136,Norway spruce,14,3/29/2019,3107.01,661.9,56.45,15.1,1.29,49.6,3.32,N/A,N/A,14.9,3.97,N/A,8.58
9137,Eastern white pine,14.4,3/29/2019,3198.98,424.6,36.21,10.8,0.92,31.8,2.13,N/A,N/A,9.6,2.55,N/A,5.6
9138,Norway spruce,13.2,3/29/2019,2783.06,580.8,49.53,14,1.2,44.2,2.95,N/A,N/A,13.3,3.54,N/A,7.69
9139,Scotch pine,15.5,3/29/2019,3038.67,578.3,49.32,12.1,1.04,27.4,1.83,N/A,N/A,8.3,2.2,N/A,5.07
9140,Eastern white pine,12.7,3/29/2019,2537.91,314,26.78,9.1,0.77,25.2,1.69,N/A,N/A,7.6,2.02,N/A,4.48
9141,Eastern white pine,12.1,3/29/2019,2324.4,279.6,23.84,8.5,0.72,23.1,1.54,N/A,N/A,6.9,1.85,N/A,4.11
9142,Eastern white pine,17.9,3/29/2019,4821.17,714.6,60.93,14.8,1.26,44.2,2.96,N/A,N/A,13.3,3.54,N/A,7.75
9143,Eastern white pine,13.3,3/29/2019,2761.76,350.9,29.92,9.7,0.83,27.6,1.85,N/A,N/A,8.3,2.21,N/A,4.88
9144,Eastern white pine,13.9,3/29/2019,2995.94,390.1,33.26,10.3,0.88,29.8,1.99,N/A,N/A,9,2.39,N/A,5.26
9145,Eastern white pine,14.7,3/29/2019,3324.25,446,38.03,11.2,0.95,32.8,2.19,N/A,N/A,9.9,2.62,N/A,5.77
9146,Sugar maple,14.3,3/29/2019,3031.81,1009.6,86.09,25.6,2.19,47.8,3.2,N/A,N/A,14.4,3.82,N/A,9.2
9147,hawthorn spp,5,3/29/2019,274.45,63.2,5.39,4.8,0.41,4.2,0.28,N/A,N/A,1.3,0.34,N/A,1.03
9148,hawthorn spp,4.5,3/29/2019,222.31,49.1,4.19,4.2,0.36,3.8,0.25,N/A,N/A,1.1,0.3,N/A,0.91
9149,Northern red oak,21.2,3/29/2019,7364,2311,197.07,41.6,3.55,50.4,3.37,N/A,N/A,15.2,4.03,N/A,10.95
9150,Scotch pine,20.4,3/29/2019,4931.8,1080.4,92.13,17.5,1.49,40.5,2.71,N/A,N/A,12.2,3.24,N/A,7.45
9151,Austrian pine,15.6,3/29/2019,3072.14,443.6,37.83,9.7,0.82,23.8,1.59,N/A,N/A,7.2,1.91,N/A,4.32
9152,Scotch pine,16.9,3/29/2019,3526.83,706,60.2,13.7,1.16,31.4,2.1,N/A,N/A,9.4,2.51,N/A,5.77
9153,crabapple,14.8,3/29/2019,2852.97,850.8,72.55,22,1.88,24,1.61,N/A,N/A,7.2,1.92,N/A,5.41
9154,Honeylocust,23.1,3/29/2019,7880.43,2601.1,221.81,42.8,3.65,23.3,1.56,N/A,N/A,7,1.86,N/A,7.07
9155,Sugar maple,26.3,3/29/2019,9585.83,4110.4,350.51,56.5,4.82,64.5,4.31,N/A,N/A,19.4,5.16,N/A,14.3
9156,Norway spruce,18,3/29/2019,5012.59,1120.4,95.54,20.7,1.76,53.2,3.56,N/A,N/A,16,4.25,N/A,9.57
9157,Norway spruce,16.3,3/29/2019,4144.51,926.4,79,18.3,1.56,65.6,4.38,N/A,N/A,19.7,5.25,N/A,11.19
9158,Norway spruce,17.5,3/29/2019,4748.34,1052.6,89.76,19.9,1.7,50.7,3.39,N/A,N/A,15.3,4.05,N/A,9.14
9159,Austrian pine,24.2,3/29/2019,6755.74,1136,96.87,16.7,1.43,29.4,1.97,N/A,N/A,8.9,2.36,N/A,5.75
9160,hawthorn spp,7.7,3/29/2019,650.89,178.1,15.19,8.8,0.75,6.3,0.42,N/A,N/A,1.9,0.51,N/A,1.68
9161,hawthorn spp,7,3/29/2019,537.93,141.7,12.08,7.7,0.66,5.7,0.38,N/A,N/A,1.7,0.46,N/A,1.5
9162,hawthorn spp,6.9,3/29/2019,522.67,136.9,11.67,7.6,0.64,5.7,0.38,N/A,N/A,1.7,0.45,N/A,1.48
9163,Eastern redbud,11.1,3/29/2019,1795.34,450.1,38.38,15.3,1.3,25.2,1.68,N/A,N/A,7.6,2.01,N/A,5
9164,Austrian pine,21.2,3/29/2019,5289.96,861.8,73.49,14.3,1.22,29,1.94,N/A,N/A,8.7,2.32,N/A,5.47
9165,London planetree,28.1,3/29/2019,8950.85,4218.3,359.71,57,4.86,114.4,7.65,N/A,N/A,34.4,9.15,N/A,21.66
9166,Sugar maple,20.2,3/29/2019,5770.05,2237.7,190.82,40.1,3.42,53.6,3.59,N/A,N/A,16.1,4.29,N/A,11.3
9167,Sugar maple,26.4,3/29/2019,9656.72,4146.5,353.59,56.8,4.85,64.5,4.31,N/A,N/A,19.4,5.16,N/A,14.32
9168,Sugar maple,23.6,3/29/2019,7773.38,3202.5,273.09,49.1,4.19,60.5,4.04,N/A,N/A,18.2,4.84,N/A,13.07
9169,Sugar maple,24.5,3/29/2019,8355.74,3490.9,297.69,51.6,4.4,62,4.15,N/A,N/A,18.7,4.96,N/A,13.51
9170,Sugar maple,32,3/29/2019,13770.35,6459.3,550.82,73,6.22,67.7,4.53,N/A,N/A,20.4,5.42,N/A,16.17
9171,crabapple,12.3,3/29/2019,2105.25,544,46.39,16.9,1.44,19.6,1.31,N/A,N/A,5.9,1.57,N/A,4.32
9172,Littleleaf linden,30.6,3/29/2019,11082.17,3173.3,270.61,38.4,3.27,66.8,4.47,N/A,N/A,20.1,5.35,N/A,13.09
9173,Sugar maple,23.8,3/29/2019,7900.91,3265.3,278.45,49.7,4.23,60.8,4.06,N/A,N/A,18.3,4.86,N/A,13.16
9174,Norway spruce,21,3/29/2019,6754.41,1576.5,134.43,25,2.13,68.8,4.6,N/A,N/A,20.7,5.5,N/A,12.23
9175,Littleleaf linden,39.3,3/29/2019,17007.84,5724.9,488.2,53.9,4.59,66.8,4.47,N/A,N/A,20.1,5.35,N/A,14.41
9176,Norway spruce,13.6,3/29/2019,2942.65,620.8,52.94,14.6,1.24,47,3.14,N/A,N/A,14.2,3.76,N/A,8.15
9177,Norway spruce,13.8,3/29/2019,3024.23,641,54.66,14.8,1.27,48.2,3.22,N/A,N/A,14.5,3.85,N/A,8.34
9178,Norway spruce,13.5,3/29/2019,2902.3,610.5,52.06,14.4,1.23,46.2,3.09,N/A,N/A,13.9,3.69,N/A,8.01
9179,Kousa dogwood,5,3/29/2019,274.45,66.1,5.64,5,0.43,8.4,0.56,N/A,N/A,2.5,0.67,N/A,1.66
9180,Red maple,1,3/29/2019,61.17,1.6,0.14,0.7,0.06,2,0.14,N/A,N/A,0.6,0.16,N/A,0.36
9181,Kentucky coffeetree,1,3/29/2019,65.25,1.4,0.12,0.6,0.05,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.38
9182,Tulip tree,2,3/29/2019,40.78,6,0.51,1.2,0.1,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.67
9183,Red maple,1.5,3/29/2019,61.17,4.2,0.35,1.1,0.09,2.6,0.18,N/A,N/A,0.8,0.21,N/A,0.48
9184,Kentucky coffeetree,1,3/29/2019,65.25,1.4,0.12,0.6,0.05,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.38
9185,Tulip tree,2,3/29/2019,40.78,6,0.51,1.2,0.1,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.67
9186,Kentucky coffeetree,1,3/29/2019,65.25,1.4,0.12,0.6,0.05,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.38
9187,Red maple,1,3/29/2019,61.17,1.6,0.14,0.7,0.06,2,0.14,N/A,N/A,0.6,0.16,N/A,0.36
9188,Tulip tree,2,3/29/2019,40.78,6,0.51,1.2,0.1,3.9,0.26,N/A,N/A,1.2,0.31,N/A,0.67
9189,Tulip tree,1.5,3/29/2019,40.78,3,0.26,0.8,0.07,3,0.2,N/A,N/A,0.9,0.24,N/A,0.52
9190,Red maple,1,3/29/2019,61.17,1.6,0.14,0.7,0.06,2,0.14,N/A,N/A,0.6,0.16,N/A,0.36
9191,Kentucky coffeetree,1,3/29/2019,65.25,1.4,0.12,0.6,0.05,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.38
9192,Red maple,1,3/29/2019,61.17,1.6,0.14,0.7,0.06,2,0.14,N/A,N/A,0.6,0.16,N/A,0.36
9193,Kentucky coffeetree,1,3/29/2019,65.25,1.4,0.12,0.6,0.05,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.38
9194,Tulip tree,1.5,3/29/2019,40.78,3,0.26,0.8,0.07,3,0.2,N/A,N/A,0.9,0.24,N/A,0.52
9195,Red maple,1,3/29/2019,61.17,1.6,0.14,0.7,0.06,2,0.14,N/A,N/A,0.6,0.16,N/A,0.36
9196,Kentucky coffeetree,1,3/29/2019,65.25,1.4,0.12,0.6,0.05,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.38
9197,Tulip tree,1.5,3/29/2019,40.78,3,0.26,0.8,0.07,3,0.2,N/A,N/A,0.9,0.24,N/A,0.52
9198,Kentucky coffeetree,1,3/29/2019,65.25,1.4,0.12,0.6,0.05,2.3,0.15,N/A,N/A,0.7,0.18,N/A,0.38
9199,Red maple,1,3/29/2019,61.17,1.6,0.14,0.7,0.06,2,0.14,N/A,N/A,0.6,0.16,N/A,0.36
9200,Japanese zelkova,1,3/29/2019,48.94,1.4,0.12,0.6,0.05,1.3,0.09,N/A,N/A,0.4,0.11,N/A,0.24
9201,Northern red oak,10.2,3/29/2019,1788.24,390.7,33.32,14.7,1.25,24,1.6,N/A,N/A,7.2,1.92,N/A,4.78
9202,Northern red oak,10.6,3/29/2019,1922.55,429,36.58,15.5,1.33,25.4,1.7,N/A,N/A,7.6,2.03,N/A,5.05
9203,Northern red oak,9.2,3/29/2019,1475.06,304.1,25.93,12.7,1.08,20.6,1.37,N/A,N/A,6.2,1.64,N/A,4.1
9204,Northern red oak,11.9,3/29/2019,2394.73,568.2,48.46,18.3,1.56,29.7,1.99,N/A,N/A,8.9,2.38,N/A,5.92
9205,London planetree,9.9,3/29/2019,1507.89,334.5,28.52,12.8,1.09,32.3,2.16,N/A,N/A,9.7,2.58,N/A,5.83
9206,London planetree,7.5,3/29/2019,602.16,170.8,14.56,8.6,0.74,19.7,1.32,N/A,N/A,5.9,1.57,N/A,3.63
9207,London planetree,5.2,3/29/2019,289.47,70.4,6,5.1,0.44,10.1,0.68,N/A,N/A,3,0.81,N/A,1.93
9208,Ginkgo,6.1,3/29/2019,531.11,105.8,9.02,6.5,0.56,8,0.54,N/A,N/A,2.4,0.64,N/A,1.74
9209,Ginkgo,7.1,3/29/2019,719.52,152.9,13.04,8.1,0.69,10.3,0.69,N/A,N/A,3.1,0.83,N/A,2.21
9210,Ginkgo,6.8,3/29/2019,660,137.7,11.74,7.6,0.65,9.6,0.64,N/A,N/A,2.9,0.77,N/A,2.06
9211,Ginkgo,6.9,3/29/2019,679.56,142.7,12.17,7.8,0.66,9.9,0.66,N/A,N/A,3,0.79,N/A,2.11
9212,Ginkgo,7,3/29/2019,699.4,147.7,12.6,7.9,0.68,10,0.67,N/A,N/A,3,0.8,N/A,2.15
9213,Ginkgo,7.2,3/29/2019,739.94,158.2,13.49,8.3,0.71,10.5,0.71,N/A,N/A,3.2,0.84,N/A,2.25
9214,Ginkgo,7.7,3/29/2019,846.27,186.2,15.88,9.1,0.78,11.8,0.79,N/A,N/A,3.6,0.95,N/A,2.51
9215,Ginkgo,7.1,3/29/2019,719.52,152.9,13.04,8.1,0.69,10.3,0.69,N/A,N/A,3.1,0.83,N/A,2.21
9216,Ginkgo,7.6,3/29/2019,824.43,180.4,15.38,8.9,0.76,11.6,0.78,N/A,N/A,3.5,0.93,N/A,2.47
9217,Ginkgo,7.6,3/29/2019,824.43,180.4,15.38,8.9,0.76,11.6,0.78,N/A,N/A,3.5,0.93,N/A,2.47
9218,Ginkgo,7.4,3/29/2019,781.61,169.1,14.42,8.6,0.73,11.1,0.74,N/A,N/A,3.4,0.89,N/A,2.37
9219,Ginkgo,6.5,3/29/2019,603.05,123.4,10.52,7.2,0.61,8.9,0.59,N/A,N/A,2.7,0.71,N/A,1.91
9220,Ginkgo,7.8,3/29/2019,868.4,192.1,16.38,9.3,0.79,12.2,0.81,N/A,N/A,3.7,0.97,N/A,2.57
9221,Ginkgo,8.5,3/29/2019,1260.26,236.6,20.18,10.5,0.89,14.1,0.94,N/A,N/A,4.3,1.13,N/A,2.97
9222,Ginkgo,7.5,3/29/2019,802.88,174.6,14.89,8.8,0.75,11.3,0.76,N/A,N/A,3.4,0.91,N/A,2.41
9223,Ginkgo,7.8,3/29/2019,868.4,192.1,16.38,9.3,0.79,12.2,0.81,N/A,N/A,3.7,0.97,N/A,2.57
9224,Ginkgo,7.8,3/29/2019,868.4,192.1,16.38,9.3,0.79,12.2,0.81,N/A,N/A,3.7,0.97,N/A,2.57
9225,Ginkgo,7.1,3/29/2019,719.52,152.9,13.04,8.1,0.69,10.3,0.69,N/A,N/A,3.1,0.83,N/A,2.21
9226,Ginkgo,7.2,3/29/2019,739.94,158.2,13.49,8.3,0.71,10.5,0.71,N/A,N/A,3.2,0.84,N/A,2.25
9227,Ginkgo,8.2,3/29/2019,1188.37,216.9,18.49,10,0.85,13.2,0.88,N/A,N/A,4,1.06,N/A,2.79
9228,Ginkgo,7.1,3/29/2019,719.52,152.9,13.04,8.1,0.69,10.3,0.69,N/A,N/A,3.1,0.83,N/A,2.21
9229,Ginkgo,7.6,3/29/2019,824.43,180.4,15.38,8.9,0.76,11.6,0.78,N/A,N/A,3.5,0.93,N/A,2.47
9230,Ginkgo,7,3/29/2019,699.4,147.7,12.6,7.9,0.68,10,0.67,N/A,N/A,3,0.8,N/A,2.15
9231,Kentucky coffeetree,9.2,3/29/2019,1438.04,285.6,24.36,11.7,1,21.7,1.45,N/A,N/A,6.5,1.74,N/A,4.18
9232,Kentucky coffeetree,8.3,3/29/2019,1212.04,222.7,18.99,10.1,0.86,18.6,1.24,N/A,N/A,5.6,1.49,N/A,3.59
9233,Kentucky coffeetree,5.6,3/29/2019,447.62,86,7.33,5.8,0.49,10.5,0.7,N/A,N/A,3.2,0.84,N/A,2.04
9235,White oak,8.7,3/29/2019,1330.59,254.8,21.73,11.7,0.99,13.8,0.92,N/A,N/A,4.2,1.11,N/A,3.03
9236,Freeman maple,10.5,3/29/2019,1649.98,445.8,38.02,14.6,1.25,34.2,2.29,N/A,N/A,10.3,2.74,N/A,6.27
